problem,solution
uuf50-0253.cnf,unsat
uuf50-0254.cnf,unsat
uuf50-0255.cnf,unsat
uuf50-0256.cnf,unsat
uuf50-0257.cnf,unsat
uuf50-0258.cnf,unsat
uuf50-0259.cnf,unsat
uuf50-025.cnf,unsat
uuf50-0260.cnf,unsat
uuf50-0261.cnf,unsat
uuf50-0262.cnf,unsat
uuf50-0263.cnf,unsat
uuf50-0264.cnf,unsat
uuf50-0265.cnf,unsat
uuf50-0266.cnf,unsat
uuf50-0267.cnf,unsat
uuf50-0268.cnf,unsat
uuf50-0269.cnf,unsat
uuf50-026.cnf,unsat
uuf50-0270.cnf,unsat
uuf50-0271.cnf,unsat
uuf50-0272.cnf,unsat
uuf50-0273.cnf,unsat
uuf50-0274.cnf,unsat
uuf50-0275.cnf,unsat
uuf50-0276.cnf,unsat
uuf50-0277.cnf,unsat
uuf50-0278.cnf,unsat
uuf50-0279.cnf,unsat
uuf50-027.cnf,unsat
uuf50-0280.cnf,unsat
uuf50-0281.cnf,unsat
uuf50-0282.cnf,unsat
uuf50-0283.cnf,unsat
uuf50-0284.cnf,unsat
uuf50-0285.cnf,unsat
uuf50-0286.cnf,unsat
uuf50-0287.cnf,unsat
uuf50-0288.cnf,unsat
uuf50-0289.cnf,unsat
uuf50-028.cnf,unsat
uuf50-0290.cnf,unsat
uuf50-0291.cnf,unsat
uuf50-0292.cnf,unsat
uuf50-0293.cnf,unsat
uuf50-0294.cnf,unsat
uuf50-0295.cnf,unsat
uuf50-0296.cnf,unsat
uuf50-0297.cnf,unsat
uuf50-0298.cnf,unsat
uuf50-0299.cnf,unsat
uuf50-029.cnf,unsat
uuf50-02.cnf,unsat
uuf50-0300.cnf,unsat
uuf50-0301.cnf,unsat
uuf50-0302.cnf,unsat
uuf50-0303.cnf,unsat
uuf50-0304.cnf,unsat
uuf50-0305.cnf,unsat
uuf50-0306.cnf,unsat
uuf50-0307.cnf,unsat
uuf50-0308.cnf,unsat
uuf50-0309.cnf,unsat
uuf50-030.cnf,unsat
uuf50-0310.cnf,unsat
uuf50-0311.cnf,unsat
uuf50-0312.cnf,unsat
uuf50-0313.cnf,unsat
uuf50-0314.cnf,unsat
uuf50-0315.cnf,unsat
uuf50-0316.cnf,unsat
uuf50-0317.cnf,unsat
uuf50-0318.cnf,unsat
uuf50-0319.cnf,unsat
uuf50-031.cnf,unsat
uuf50-0320.cnf,unsat
uuf50-0321.cnf,unsat
uuf50-0322.cnf,unsat
uuf50-0323.cnf,unsat
uuf50-0324.cnf,unsat
uuf50-0325.cnf,unsat
uuf50-0326.cnf,unsat
uuf50-0327.cnf,unsat
uuf50-0328.cnf,unsat
uuf50-0329.cnf,unsat
uuf50-032.cnf,unsat
uuf50-0330.cnf,unsat
uuf50-0331.cnf,unsat
uuf50-0332.cnf,unsat
uuf50-0333.cnf,unsat
uuf50-0334.cnf,unsat
uuf50-0335.cnf,unsat
uuf50-0336.cnf,unsat
uuf50-0337.cnf,unsat
uuf50-0338.cnf,unsat
uuf50-0339.cnf,unsat
uuf50-033.cnf,unsat
uuf50-0340.cnf,unsat
uuf50-0341.cnf,unsat
uuf50-0342.cnf,unsat
uuf50-0343.cnf,unsat
uuf50-0344.cnf,unsat
uuf50-0345.cnf,unsat
uuf50-0346.cnf,unsat
uuf50-0347.cnf,unsat
uuf50-0348.cnf,unsat
uuf50-0349.cnf,unsat
uuf50-034.cnf,unsat
uuf50-0350.cnf,unsat
uuf50-0351.cnf,unsat
uuf50-0352.cnf,unsat
uuf50-0353.cnf,unsat
uuf50-0354.cnf,unsat
uuf50-0355.cnf,unsat
uuf50-0356.cnf,unsat
uuf50-0357.cnf,unsat
uuf50-0358.cnf,unsat
uuf50-0359.cnf,unsat
uuf50-035.cnf,unsat
uuf50-0360.cnf,unsat
uuf50-0361.cnf,unsat
uuf50-0362.cnf,unsat
uuf50-0363.cnf,unsat
uuf50-0364.cnf,unsat
uuf50-0365.cnf,unsat
uuf50-0366.cnf,unsat
uuf50-0367.cnf,unsat
uuf50-0368.cnf,unsat
uuf50-0369.cnf,unsat
uuf50-036.cnf,unsat
uuf50-0370.cnf,unsat
uuf50-0371.cnf,unsat
uuf50-0372.cnf,unsat
uuf50-0373.cnf,unsat
uuf50-0374.cnf,unsat
uuf50-0375.cnf,unsat
uuf50-0376.cnf,unsat
uuf50-0377.cnf,unsat
uuf50-0378.cnf,unsat
uuf50-0379.cnf,unsat
uuf50-037.cnf,unsat
uuf50-0380.cnf,unsat
uuf50-0381.cnf,unsat
uuf50-0382.cnf,unsat
uuf50-0383.cnf,unsat
uuf50-0384.cnf,unsat
uuf50-0385.cnf,unsat
uuf50-0386.cnf,unsat
uuf50-0387.cnf,unsat
uuf50-0388.cnf,unsat
uuf50-0389.cnf,unsat
uuf50-038.cnf,unsat
uuf50-0390.cnf,unsat
uuf50-0391.cnf,unsat
uuf50-0392.cnf,unsat
uuf50-0393.cnf,unsat
uuf50-0394.cnf,unsat
uuf50-0395.cnf,unsat
uuf50-0396.cnf,unsat
uuf50-0397.cnf,unsat
uuf50-0398.cnf,unsat
uuf50-0399.cnf,unsat
uuf50-039.cnf,unsat
uuf50-03.cnf,unsat
uuf50-0400.cnf,unsat
uuf50-0401.cnf,unsat
uuf50-0402.cnf,unsat
uuf50-0403.cnf,unsat
uuf50-0404.cnf,unsat
uuf50-0405.cnf,unsat
uuf50-0406.cnf,unsat
uuf50-0407.cnf,unsat
uuf50-0408.cnf,unsat
uuf50-0409.cnf,unsat
uuf50-040.cnf,unsat
uuf50-0410.cnf,unsat
uuf50-0411.cnf,unsat
uuf50-0412.cnf,unsat
uuf50-0413.cnf,unsat
uuf50-0414.cnf,unsat
uuf50-0415.cnf,unsat
uuf50-0416.cnf,unsat
uuf50-0417.cnf,unsat
uuf50-0418.cnf,unsat
uuf50-0419.cnf,unsat
uuf50-041.cnf,unsat
uuf50-0420.cnf,unsat
uuf50-0421.cnf,unsat
uuf50-0422.cnf,unsat
uuf50-0423.cnf,unsat
uuf50-0424.cnf,unsat
uuf50-0425.cnf,unsat
uuf50-0426.cnf,unsat
uuf50-0427.cnf,unsat
uuf50-0428.cnf,unsat
uuf50-0429.cnf,unsat
uuf50-042.cnf,unsat
uuf50-0430.cnf,unsat
uuf50-0431.cnf,unsat
uuf50-0432.cnf,unsat
uuf50-0433.cnf,unsat
uuf50-0434.cnf,unsat
uuf50-0435.cnf,unsat
uuf50-0436.cnf,unsat
uuf50-0437.cnf,unsat
uuf50-0438.cnf,unsat
uuf50-0439.cnf,unsat
uuf50-043.cnf,unsat
uuf50-0440.cnf,unsat
uuf50-0441.cnf,unsat
uuf50-0442.cnf,unsat
uuf50-0443.cnf,unsat
uuf50-0444.cnf,unsat
uuf50-0445.cnf,unsat
uuf50-0446.cnf,unsat
uuf50-0447.cnf,unsat
uuf50-0448.cnf,unsat
uuf50-0449.cnf,unsat
uuf50-044.cnf,unsat
uuf50-0450.cnf,unsat
uuf50-0451.cnf,unsat
uuf50-0452.cnf,unsat
uuf50-0453.cnf,unsat
uuf50-0454.cnf,unsat
uuf50-0455.cnf,unsat
uuf50-0456.cnf,unsat
uuf50-0457.cnf,unsat
uuf50-0458.cnf,unsat
uuf50-0459.cnf,unsat
uuf50-045.cnf,unsat
uuf50-0460.cnf,unsat
uuf50-0461.cnf,unsat
uuf50-0462.cnf,unsat
uuf50-0463.cnf,unsat
uuf50-0464.cnf,unsat
uuf50-0465.cnf,unsat
uuf50-0466.cnf,unsat
uuf50-0467.cnf,unsat
uuf50-0468.cnf,unsat
uuf50-0469.cnf,unsat
uuf50-046.cnf,unsat
uuf50-0470.cnf,unsat
uuf50-0471.cnf,unsat
uuf50-0472.cnf,unsat
uuf50-0473.cnf,unsat
uuf50-0474.cnf,unsat
uuf50-0475.cnf,unsat
uuf50-0476.cnf,unsat
uuf50-0477.cnf,unsat
uuf50-0478.cnf,unsat
uuf50-0479.cnf,unsat
uuf50-047.cnf,unsat
uuf50-0480.cnf,unsat
uuf50-0481.cnf,unsat
uuf50-0482.cnf,unsat
uuf50-0483.cnf,unsat
uuf50-0484.cnf,unsat
uuf50-0485.cnf,unsat
uuf50-0486.cnf,unsat
uuf50-0487.cnf,unsat
uuf50-0488.cnf,unsat
uuf50-0489.cnf,unsat
uuf50-048.cnf,unsat
uuf50-0490.cnf,unsat
uuf50-0491.cnf,unsat
uuf50-0492.cnf,unsat
uuf50-0493.cnf,unsat
uuf50-0494.cnf,unsat
uuf50-0495.cnf,unsat
uuf50-0496.cnf,unsat
uuf50-0497.cnf,unsat
uuf50-0498.cnf,unsat
uuf50-0499.cnf,unsat
uuf50-049.cnf,unsat
uuf50-04.cnf,unsat
uuf50-0500.cnf,unsat
uuf50-0501.cnf,unsat
uuf50-0502.cnf,unsat
uuf50-0503.cnf,unsat
uuf50-0504.cnf,unsat
uuf50-0505.cnf,unsat
uuf50-0506.cnf,unsat
uuf50-0507.cnf,unsat
uuf50-0508.cnf,unsat
uuf50-0509.cnf,unsat
uuf50-050.cnf,unsat
uuf50-0510.cnf,unsat
uuf50-0511.cnf,unsat
uuf50-0512.cnf,unsat
uuf50-0513.cnf,unsat
uuf50-0514.cnf,unsat
uuf50-0515.cnf,unsat
uuf50-0516.cnf,unsat
uuf50-0517.cnf,unsat
uuf50-0518.cnf,unsat
uuf50-0519.cnf,unsat
uuf50-051.cnf,unsat
uuf50-0520.cnf,unsat
uuf50-0521.cnf,unsat
uuf50-0522.cnf,unsat
uuf50-0523.cnf,unsat
uuf50-0524.cnf,unsat
uuf50-0525.cnf,unsat
uuf50-0526.cnf,unsat
uuf50-0527.cnf,unsat
uuf50-0528.cnf,unsat
uuf50-0529.cnf,unsat
uuf50-052.cnf,unsat
uuf50-0530.cnf,unsat
uuf50-0531.cnf,unsat
uuf50-0532.cnf,unsat
uuf50-0533.cnf,unsat
uuf50-0534.cnf,unsat
uuf50-0535.cnf,unsat
uuf50-0536.cnf,unsat
uuf50-0537.cnf,unsat
uuf50-0538.cnf,unsat
uuf50-0539.cnf,unsat
uuf50-053.cnf,unsat
uuf50-0540.cnf,unsat
uuf50-0541.cnf,unsat
uuf50-0542.cnf,unsat
uuf50-0543.cnf,unsat
uuf50-0544.cnf,unsat
uuf50-0545.cnf,unsat
uuf50-0546.cnf,unsat
uuf50-0547.cnf,unsat
uuf50-0548.cnf,unsat
uuf50-0549.cnf,unsat
uuf50-054.cnf,unsat
uuf50-0550.cnf,unsat
uuf50-0551.cnf,unsat
uuf50-0552.cnf,unsat
uuf50-0553.cnf,unsat
uuf50-0554.cnf,unsat
uuf50-0555.cnf,unsat
uuf50-0556.cnf,unsat
uuf50-0557.cnf,unsat
uuf50-0558.cnf,unsat
uuf50-0559.cnf,unsat
uuf50-055.cnf,unsat
uuf50-0560.cnf,unsat
uuf50-0561.cnf,unsat
uuf50-0562.cnf,unsat
uuf50-0563.cnf,unsat
uuf50-0564.cnf,unsat
uuf50-0565.cnf,unsat
uuf50-0566.cnf,unsat
uuf50-0567.cnf,unsat
uuf50-0568.cnf,unsat
uuf50-0569.cnf,unsat
uuf50-056.cnf,unsat
uuf50-0570.cnf,unsat
uuf50-0571.cnf,unsat
uuf50-0572.cnf,unsat
uuf50-0573.cnf,unsat
uuf50-0574.cnf,unsat
uuf50-0575.cnf,unsat
uuf50-0576.cnf,unsat
uuf50-0577.cnf,unsat
uuf50-0578.cnf,unsat
uuf50-0579.cnf,unsat
uuf50-057.cnf,unsat
uuf50-0580.cnf,unsat
uuf50-0581.cnf,unsat
uuf50-0582.cnf,unsat
uuf50-0583.cnf,unsat
uuf50-0584.cnf,unsat
uuf50-0585.cnf,unsat
uuf50-0586.cnf,unsat
uuf50-0587.cnf,unsat
uuf50-0588.cnf,unsat
uuf50-0589.cnf,unsat
uuf50-058.cnf,unsat
uuf50-0590.cnf,unsat
uuf50-0591.cnf,unsat
uuf50-0592.cnf,unsat
uuf50-0593.cnf,unsat
uuf50-0594.cnf,unsat
uuf50-0595.cnf,unsat
uuf50-0596.cnf,unsat
uuf50-0597.cnf,unsat
uuf50-0598.cnf,unsat
uuf50-0599.cnf,unsat
uuf50-059.cnf,unsat
uuf50-05.cnf,unsat
uuf50-0600.cnf,unsat
uuf50-0601.cnf,unsat
uuf50-0602.cnf,unsat
uuf50-0603.cnf,unsat
uuf50-0604.cnf,unsat
uuf50-0605.cnf,unsat
uuf50-0606.cnf,unsat
uuf50-0607.cnf,unsat
uuf50-0608.cnf,unsat
uuf50-0609.cnf,unsat
uuf50-060.cnf,unsat
uuf50-0610.cnf,unsat
uuf50-0611.cnf,unsat
uuf50-0612.cnf,unsat
uuf50-0613.cnf,unsat
uuf50-0614.cnf,unsat
uuf50-0615.cnf,unsat
uuf50-0616.cnf,unsat
uuf50-0617.cnf,unsat
uuf50-0618.cnf,unsat
uuf50-0619.cnf,unsat
uuf50-061.cnf,unsat
uuf50-0620.cnf,unsat
uuf50-0621.cnf,unsat
uuf50-0622.cnf,unsat
uuf50-0623.cnf,unsat
uuf50-0624.cnf,unsat
uuf50-0625.cnf,unsat
uuf50-0626.cnf,unsat
uuf50-0627.cnf,unsat
uuf50-0628.cnf,unsat
uuf50-0629.cnf,unsat
uuf50-062.cnf,unsat
uuf50-0630.cnf,unsat
uuf50-0631.cnf,unsat
uuf50-0632.cnf,unsat
uuf50-0633.cnf,unsat
uuf50-0634.cnf,unsat
uuf50-0635.cnf,unsat
uuf50-0636.cnf,unsat
uuf50-0637.cnf,unsat
uuf50-0638.cnf,unsat
uuf50-0639.cnf,unsat
uuf50-063.cnf,unsat
uuf50-0640.cnf,unsat
uuf50-0641.cnf,unsat
uuf50-0642.cnf,unsat
uuf50-0643.cnf,unsat
uuf50-0644.cnf,unsat
uuf50-0645.cnf,unsat
uuf50-0646.cnf,unsat
uuf50-0647.cnf,unsat
uuf50-0648.cnf,unsat
uuf50-0649.cnf,unsat
uuf50-064.cnf,unsat
uuf50-0650.cnf,unsat
uuf50-0651.cnf,unsat
uuf50-0652.cnf,unsat
uuf50-0653.cnf,unsat
uuf50-0654.cnf,unsat
uuf50-0655.cnf,unsat
uuf50-0656.cnf,unsat
uuf50-0657.cnf,unsat
uuf50-0658.cnf,unsat
uuf50-0659.cnf,unsat
uuf50-065.cnf,unsat
uuf50-0660.cnf,unsat
uuf50-0661.cnf,unsat
uuf50-0662.cnf,unsat
uuf50-0663.cnf,unsat
uuf50-0664.cnf,unsat
uuf50-0665.cnf,unsat
uuf50-0666.cnf,unsat
uuf50-0667.cnf,unsat
uuf50-0668.cnf,unsat
uuf50-0669.cnf,unsat
uuf50-066.cnf,unsat
uuf50-0670.cnf,unsat
uuf50-0671.cnf,unsat
uuf50-0672.cnf,unsat
uuf50-0673.cnf,unsat
uuf50-0674.cnf,unsat
uuf50-0675.cnf,unsat
uuf50-0676.cnf,unsat
uuf50-0677.cnf,unsat
uuf50-0678.cnf,unsat
uuf50-0679.cnf,unsat
uuf50-067.cnf,unsat
uuf50-0680.cnf,unsat
uuf50-0681.cnf,unsat
uuf50-0682.cnf,unsat
uuf50-0683.cnf,unsat
uuf50-0684.cnf,unsat
uuf50-0685.cnf,unsat
uuf50-0686.cnf,unsat
uuf50-0687.cnf,unsat
uuf50-0688.cnf,unsat
uuf50-0689.cnf,unsat
uuf50-068.cnf,unsat
uuf50-0690.cnf,unsat
uuf50-0691.cnf,unsat
uuf50-0692.cnf,unsat
uuf50-0693.cnf,unsat
uuf50-0694.cnf,unsat
uuf50-0695.cnf,unsat
uuf50-0696.cnf,unsat
uuf50-0697.cnf,unsat
uuf50-0698.cnf,unsat
uuf50-0699.cnf,unsat
uuf50-069.cnf,unsat
uuf50-06.cnf,unsat
uuf50-0700.cnf,unsat
uuf50-0701.cnf,unsat
uuf50-0702.cnf,unsat
uuf50-0703.cnf,unsat
uuf50-0704.cnf,unsat
uuf50-0705.cnf,unsat
uuf50-0706.cnf,unsat
uuf50-0707.cnf,unsat
uuf50-0708.cnf,unsat
uuf50-0709.cnf,unsat
uuf50-070.cnf,unsat
uuf50-0710.cnf,unsat
uuf50-0711.cnf,unsat
uuf50-0712.cnf,unsat
uuf50-0713.cnf,unsat
uuf50-0714.cnf,unsat
uuf50-0715.cnf,unsat
uuf50-0716.cnf,unsat
uuf50-0717.cnf,unsat
uuf50-0718.cnf,unsat
uuf50-0719.cnf,unsat
uuf50-071.cnf,unsat
uuf50-0720.cnf,unsat
uuf50-0721.cnf,unsat
uuf50-0722.cnf,unsat
uuf50-0723.cnf,unsat
uuf50-0724.cnf,unsat
uuf50-0725.cnf,unsat
uuf50-0726.cnf,unsat
uuf50-0727.cnf,unsat
uuf50-0728.cnf,unsat
uuf50-0729.cnf,unsat
uuf50-072.cnf,unsat
uuf50-0730.cnf,unsat
uuf50-0731.cnf,unsat
uuf50-0732.cnf,unsat
uuf50-0733.cnf,unsat
uuf50-0734.cnf,unsat
uuf50-0735.cnf,unsat
uuf50-0736.cnf,unsat
uuf50-0737.cnf,unsat
uuf50-0738.cnf,unsat
uuf50-0739.cnf,unsat
uuf50-073.cnf,unsat
uuf50-0740.cnf,unsat
uuf50-0741.cnf,unsat
uuf50-0742.cnf,unsat
uuf50-0743.cnf,unsat
uuf50-0744.cnf,unsat
uuf50-0745.cnf,unsat
uuf50-0746.cnf,unsat
uuf50-0747.cnf,unsat
uuf50-0748.cnf,unsat
uuf50-0749.cnf,unsat
uuf50-074.cnf,unsat
uuf50-0750.cnf,unsat
uuf50-0751.cnf,unsat
uuf50-0752.cnf,unsat
uuf50-0753.cnf,unsat
uuf50-0754.cnf,unsat
uuf50-0755.cnf,unsat
uuf50-0756.cnf,unsat
uuf50-0757.cnf,unsat
uuf50-0758.cnf,unsat
uuf50-0759.cnf,unsat
uuf50-075.cnf,unsat
uuf50-0760.cnf,unsat
uuf50-0761.cnf,unsat
uuf50-0762.cnf,unsat
uuf50-0763.cnf,unsat
uuf50-0764.cnf,unsat
uuf50-0765.cnf,unsat
uuf50-0766.cnf,unsat
uuf50-0767.cnf,unsat
uuf50-0768.cnf,unsat
uuf50-0769.cnf,unsat
uuf50-076.cnf,unsat
uuf50-0770.cnf,unsat
uuf50-0771.cnf,unsat
uuf50-0772.cnf,unsat
uuf50-0773.cnf,unsat
uuf50-0774.cnf,unsat
uuf50-0775.cnf,unsat
uuf50-0776.cnf,unsat
uuf50-0777.cnf,unsat
uuf50-0778.cnf,unsat
uuf50-0779.cnf,unsat
uuf50-077.cnf,unsat
uuf50-0780.cnf,unsat
uuf50-0781.cnf,unsat
uuf50-0782.cnf,unsat
uuf50-0783.cnf,unsat
uuf50-0784.cnf,unsat
uuf50-0785.cnf,unsat
uuf50-0786.cnf,unsat
uuf50-0787.cnf,unsat
uuf50-0788.cnf,unsat
uuf50-0789.cnf,unsat
uuf50-078.cnf,unsat
uuf50-0790.cnf,unsat
uuf50-0791.cnf,unsat
uuf50-0792.cnf,unsat
uuf50-0793.cnf,unsat
uuf50-0794.cnf,unsat
uuf50-0795.cnf,unsat
uuf50-0796.cnf,unsat
uuf50-0797.cnf,unsat
uuf50-0798.cnf,unsat
uuf50-0799.cnf,unsat
uuf50-079.cnf,unsat
uuf50-07.cnf,unsat
uuf50-0800.cnf,unsat
uuf50-0801.cnf,unsat
uuf50-0802.cnf,unsat
uuf50-0803.cnf,unsat
uuf50-0804.cnf,unsat
uuf50-0805.cnf,unsat
uuf50-0806.cnf,unsat
uuf50-0807.cnf,unsat
uuf50-0808.cnf,unsat
uuf50-0809.cnf,unsat
uuf50-080.cnf,unsat
uuf50-0810.cnf,unsat
uuf50-0811.cnf,unsat
uuf50-0812.cnf,unsat
uuf50-0813.cnf,unsat
uuf50-0814.cnf,unsat
uuf50-0815.cnf,unsat
uuf50-0816.cnf,unsat
uuf50-0817.cnf,unsat
uuf50-0818.cnf,unsat
uuf50-0819.cnf,unsat
uuf50-081.cnf,unsat
uuf50-0820.cnf,unsat
uuf50-0821.cnf,unsat
uuf50-0822.cnf,unsat
uuf50-0823.cnf,unsat
uuf50-0824.cnf,unsat
uuf50-0825.cnf,unsat
uuf50-0826.cnf,unsat
uuf50-0827.cnf,unsat
uuf50-0828.cnf,unsat
uuf50-0829.cnf,unsat
uuf50-082.cnf,unsat
uuf50-0830.cnf,unsat
uuf50-0831.cnf,unsat
uuf50-0832.cnf,unsat
uuf50-0833.cnf,unsat
uuf50-0834.cnf,unsat
uuf50-0835.cnf,unsat
uuf50-0836.cnf,unsat
uuf50-0837.cnf,unsat
uuf50-0838.cnf,unsat
uuf50-0839.cnf,unsat
uuf50-083.cnf,unsat
uuf50-0840.cnf,unsat
uuf50-0841.cnf,unsat
uuf50-0842.cnf,unsat
uuf50-0843.cnf,unsat
uuf50-0844.cnf,unsat
uuf50-0845.cnf,unsat
uuf50-0846.cnf,unsat
uuf50-0847.cnf,unsat
uuf50-0848.cnf,unsat
uuf50-0849.cnf,unsat
uuf50-084.cnf,unsat
uuf50-0850.cnf,unsat
uuf50-0851.cnf,unsat
uuf50-0852.cnf,unsat
uuf50-0853.cnf,unsat
uuf50-0854.cnf,unsat
uuf50-0855.cnf,unsat
uuf50-0856.cnf,unsat
uuf50-0857.cnf,unsat
uuf50-0858.cnf,unsat
uuf50-0859.cnf,unsat
uuf50-085.cnf,unsat
uuf50-0860.cnf,unsat
uuf50-0861.cnf,unsat
uuf50-0862.cnf,unsat
uuf50-0863.cnf,unsat
uuf50-0864.cnf,unsat
uuf50-0865.cnf,unsat
uuf50-0866.cnf,unsat
uuf50-0867.cnf,unsat
uuf50-0868.cnf,unsat
uuf50-0869.cnf,unsat
uuf50-086.cnf,unsat
uuf50-0870.cnf,unsat
uuf50-0871.cnf,unsat
uuf50-0872.cnf,unsat
uuf50-0873.cnf,unsat
uuf50-0874.cnf,unsat
uuf50-0875.cnf,unsat
uuf50-0876.cnf,unsat
uuf50-0877.cnf,unsat
uuf50-0878.cnf,unsat
uuf50-0879.cnf,unsat
uuf50-087.cnf,unsat
uuf50-0880.cnf,unsat
uuf50-0881.cnf,unsat
uuf50-0882.cnf,unsat
uuf50-0883.cnf,unsat
uuf50-0884.cnf,unsat
uuf50-0885.cnf,unsat
uuf50-0886.cnf,unsat
uuf50-0887.cnf,unsat
uuf50-0888.cnf,unsat
uuf50-0889.cnf,unsat
uuf50-088.cnf,unsat
uuf50-0890.cnf,unsat
uuf50-0891.cnf,unsat
