problem,solution
uf50-0350.cnf,sat
uf50-0351.cnf,sat
uf50-0352.cnf,sat
uf50-0353.cnf,sat
uf50-0354.cnf,sat
uf50-0355.cnf,sat
uf50-0356.cnf,sat
uf50-0357.cnf,sat
uf50-0358.cnf,sat
uf50-0359.cnf,sat
uf50-035.cnf,sat
uf50-0360.cnf,sat
uf50-0361.cnf,sat
uf50-0362.cnf,sat
uf50-0363.cnf,sat
uf50-0364.cnf,sat
uf50-0365.cnf,sat
uf50-0366.cnf,sat
uf50-0367.cnf,sat
uf50-0368.cnf,sat
uf50-0369.cnf,sat
uf50-036.cnf,sat
uf50-0370.cnf,sat
uf50-0371.cnf,sat
uf50-0372.cnf,sat
uf50-0373.cnf,sat
uf50-0374.cnf,sat
uf50-0375.cnf,sat
uf50-0376.cnf,sat
uf50-0377.cnf,sat
uf50-0378.cnf,sat
uf50-0379.cnf,sat
uf50-037.cnf,sat
uf50-0380.cnf,sat
uf50-0381.cnf,sat
uf50-0382.cnf,sat
uf50-0383.cnf,sat
uf50-0384.cnf,sat
uf50-0385.cnf,sat
uf50-0386.cnf,sat
uf50-0387.cnf,sat
uf50-0388.cnf,sat
uf50-0389.cnf,sat
uf50-038.cnf,sat
uf50-0390.cnf,sat
uf50-0391.cnf,sat
uf50-0392.cnf,sat
uf50-0393.cnf,sat
uf50-0394.cnf,sat
uf50-0395.cnf,sat
uf50-0396.cnf,sat
uf50-0397.cnf,sat
uf50-0398.cnf,sat
uf50-0399.cnf,sat
uf50-039.cnf,sat
uf50-03.cnf,sat
uf50-0400.cnf,sat
uf50-0401.cnf,sat
uf50-0402.cnf,sat
uf50-0403.cnf,sat
uf50-0404.cnf,sat
uf50-0405.cnf,sat
uf50-0406.cnf,sat
uf50-0407.cnf,sat
uf50-0408.cnf,sat
uf50-0409.cnf,sat
uf50-040.cnf,sat
uf50-0410.cnf,sat
uf50-0411.cnf,sat
uf50-0412.cnf,sat
uf50-0413.cnf,sat
uf50-0414.cnf,sat
uf50-0415.cnf,sat
uf50-0416.cnf,sat
uf50-0417.cnf,sat
uf50-0418.cnf,sat
uf50-0419.cnf,sat
uf50-041.cnf,sat
uf50-0420.cnf,sat
uf50-0421.cnf,sat
uf50-0422.cnf,sat
uf50-0423.cnf,sat
uf50-0424.cnf,sat
uf50-0425.cnf,sat
uf50-0426.cnf,sat
uf50-0427.cnf,sat
uf50-0428.cnf,sat
uf50-0429.cnf,sat
uf50-042.cnf,sat
uf50-0430.cnf,sat
uf50-0431.cnf,sat
uf50-0432.cnf,sat
uf50-0433.cnf,sat
uf50-0434.cnf,sat
uf50-0435.cnf,sat
uf50-0436.cnf,sat
uf50-0437.cnf,sat
uf50-0438.cnf,sat
uf50-0439.cnf,sat
uf50-043.cnf,sat
uf50-0440.cnf,sat
uf50-0441.cnf,sat
uf50-0442.cnf,sat
uf50-0443.cnf,sat
uf50-0444.cnf,sat
uf50-0445.cnf,sat
uf50-0446.cnf,sat
uf50-0447.cnf,sat
uf50-0448.cnf,sat
uf50-0449.cnf,sat
uf50-044.cnf,sat
uf50-0450.cnf,sat
uf50-0451.cnf,sat
uf50-0452.cnf,sat
uf50-0453.cnf,sat
uf50-0454.cnf,sat
uf50-0455.cnf,sat
uf50-0456.cnf,sat
uf50-0457.cnf,sat
uf50-0458.cnf,sat
uf50-0459.cnf,sat
uf50-045.cnf,sat
uf50-0460.cnf,sat
uf50-0461.cnf,sat
uf50-0462.cnf,sat
uf50-0463.cnf,sat
uf50-0464.cnf,sat
uf50-0465.cnf,sat
uf50-0466.cnf,sat
uf50-0467.cnf,sat
uf50-0468.cnf,sat
uf50-0469.cnf,sat
uf50-046.cnf,sat
uf50-0470.cnf,sat
uf50-0471.cnf,sat
uf50-0472.cnf,sat
uf50-0473.cnf,sat
uf50-0474.cnf,sat
uf50-0475.cnf,sat
uf50-0476.cnf,sat
uf50-0477.cnf,sat
uf50-0478.cnf,sat
uf50-0479.cnf,sat
uf50-047.cnf,sat
uf50-0480.cnf,sat
uf50-0481.cnf,sat
uf50-0482.cnf,sat
uf50-0483.cnf,sat
uf50-0484.cnf,sat
uf50-0485.cnf,sat
uf50-0486.cnf,sat
uf50-0487.cnf,sat
uf50-0488.cnf,sat
uf50-0489.cnf,sat
uf50-048.cnf,sat
uf50-0490.cnf,sat
uf50-0491.cnf,sat
uf50-0492.cnf,sat
uf50-0493.cnf,sat
uf50-0494.cnf,sat
uf50-0495.cnf,sat
uf50-0496.cnf,sat
uf50-0497.cnf,sat
uf50-0498.cnf,sat
uf50-0499.cnf,sat
uf50-049.cnf,sat
uf50-04.cnf,sat
uf50-0500.cnf,sat
uf50-0501.cnf,sat
uf50-0502.cnf,sat
uf50-0503.cnf,sat
uf50-0504.cnf,sat
uf50-0505.cnf,sat
uf50-0506.cnf,sat
uf50-0507.cnf,sat
uf50-0508.cnf,sat
uf50-0509.cnf,sat
uf50-050.cnf,sat
uf50-0510.cnf,sat
uf50-0511.cnf,sat
uf50-0512.cnf,sat
uf50-0513.cnf,sat
uf50-0514.cnf,sat
uf50-0515.cnf,sat
uf50-0516.cnf,sat
uf50-0517.cnf,sat
uf50-0518.cnf,sat
uf50-0519.cnf,sat
uf50-051.cnf,sat
uf50-0520.cnf,sat
uf50-0521.cnf,sat
uf50-0522.cnf,sat
uf50-0523.cnf,sat
uf50-0524.cnf,sat
uf50-0525.cnf,sat
uf50-0526.cnf,sat
uf50-0527.cnf,sat
uf50-0528.cnf,sat
uf50-0529.cnf,sat
uf50-052.cnf,sat
uf50-0530.cnf,sat
uf50-0531.cnf,sat
uf50-0532.cnf,sat
uf50-0533.cnf,sat
uf50-0534.cnf,sat
uf50-0535.cnf,sat
uf50-0536.cnf,sat
uf50-0537.cnf,sat
uf50-0538.cnf,sat
uf50-0539.cnf,sat
uf50-053.cnf,sat
uf50-0540.cnf,sat
uf50-0541.cnf,sat
uf50-0542.cnf,sat
uf50-0543.cnf,sat
uf50-0544.cnf,sat
uf50-0545.cnf,sat
uf50-0546.cnf,sat
uf50-0547.cnf,sat
uf50-0548.cnf,sat
uf50-0549.cnf,sat
uf50-054.cnf,sat
uf50-0550.cnf,sat
uf50-0551.cnf,sat
uf50-0552.cnf,sat
uf50-0553.cnf,sat
uf50-0554.cnf,sat
uf50-0555.cnf,sat
uf50-0556.cnf,sat
uf50-0557.cnf,sat
uf50-0558.cnf,sat
uf50-0559.cnf,sat
uf50-055.cnf,sat
uf50-0560.cnf,sat
uf50-0561.cnf,sat
uf50-0562.cnf,sat
uf50-0563.cnf,sat
uf50-0564.cnf,sat
uf50-0565.cnf,sat
uf50-0566.cnf,sat
uf50-0567.cnf,sat
uf50-0568.cnf,sat
uf50-0569.cnf,sat
uf50-056.cnf,sat
uf50-0570.cnf,sat
uf50-0571.cnf,sat
uf50-0572.cnf,sat
uf50-0573.cnf,sat
uf50-0574.cnf,sat
uf50-0575.cnf,sat
uf50-0576.cnf,sat
uf50-0577.cnf,sat
uf50-0578.cnf,sat
uf50-0579.cnf,sat
uf50-057.cnf,sat
uf50-0580.cnf,sat
uf50-0581.cnf,sat
uf50-0582.cnf,sat
uf50-0583.cnf,sat
uf50-0584.cnf,sat
uf50-0585.cnf,sat
uf50-0586.cnf,sat
uf50-0587.cnf,sat
uf50-0588.cnf,sat
uf50-0589.cnf,sat
uf50-058.cnf,sat
uf50-0590.cnf,sat
uf50-0591.cnf,sat
uf50-0592.cnf,sat
uf50-0593.cnf,sat
uf50-0594.cnf,sat
uf50-0595.cnf,sat
uf50-0596.cnf,sat
uf50-0597.cnf,sat
uf50-0598.cnf,sat
uf50-0599.cnf,sat
uf50-059.cnf,sat
uf50-05.cnf,sat
uf50-0600.cnf,sat
uf50-0601.cnf,sat
uf50-0602.cnf,sat
uf50-0603.cnf,sat
uf50-0604.cnf,sat
uf50-0605.cnf,sat
uf50-0606.cnf,sat
uf50-0607.cnf,sat
uf50-0608.cnf,sat
uf50-0609.cnf,sat
uf50-060.cnf,sat
uf50-0610.cnf,sat
uf50-0611.cnf,sat
uf50-0612.cnf,sat
uf50-0613.cnf,sat
uf50-0614.cnf,sat
uf50-0615.cnf,sat
uf50-0616.cnf,sat
uf50-0617.cnf,sat
uf50-0618.cnf,sat
uf50-0619.cnf,sat
uf50-061.cnf,sat
uf50-0620.cnf,sat
uf50-0621.cnf,sat
uf50-0622.cnf,sat
uf50-0623.cnf,sat
uf50-0624.cnf,sat
uf50-0625.cnf,sat
uf50-0626.cnf,sat
uf50-0627.cnf,sat
uf50-0628.cnf,sat
uf50-0629.cnf,sat
uf50-062.cnf,sat
uf50-0630.cnf,sat
uf50-0631.cnf,sat
uf50-0632.cnf,sat
uf50-0633.cnf,sat
uf50-0634.cnf,sat
uf50-0635.cnf,sat
uf50-0636.cnf,sat
uf50-0637.cnf,sat
uf50-0638.cnf,sat
uf50-0639.cnf,sat
uf50-063.cnf,sat
uf50-0640.cnf,sat
uf50-0641.cnf,sat
uf50-0642.cnf,sat
uf50-0643.cnf,sat
uf50-0644.cnf,sat
uf50-0645.cnf,sat
uf50-0646.cnf,sat
uf50-0647.cnf,sat
uf50-0648.cnf,sat
uf50-0649.cnf,sat
uf50-064.cnf,sat
uf50-0650.cnf,sat
uf50-0651.cnf,sat
uf50-0652.cnf,sat
uf50-0653.cnf,sat
uf50-0654.cnf,sat
uf50-0655.cnf,sat
uf50-0656.cnf,sat
uf50-0657.cnf,sat
uf50-0658.cnf,sat
uf50-0659.cnf,sat
uf50-065.cnf,sat
uf50-0660.cnf,sat
uf50-0661.cnf,sat
uf50-0662.cnf,sat
uf50-0663.cnf,sat
uf50-0664.cnf,sat
uf50-0665.cnf,sat
uf50-0666.cnf,sat
uf50-0667.cnf,sat
uf50-0668.cnf,sat
uf50-0669.cnf,sat
uf50-066.cnf,sat
uf50-0670.cnf,sat
uf50-0671.cnf,sat
uf50-0672.cnf,sat
uf50-0673.cnf,sat
uf50-0674.cnf,sat
uf50-0675.cnf,sat
uf50-0676.cnf,sat
uf50-0677.cnf,sat
uf50-0678.cnf,sat
uf50-0679.cnf,sat
uf50-067.cnf,sat
uf50-0680.cnf,sat
uf50-0681.cnf,sat
uf50-0682.cnf,sat
uf50-0683.cnf,sat
uf50-0684.cnf,sat
uf50-0685.cnf,sat
uf50-0686.cnf,sat
uf50-0687.cnf,sat
uf50-0688.cnf,sat
uf50-0689.cnf,sat
uf50-068.cnf,sat
uf50-0690.cnf,sat
uf50-0691.cnf,sat
uf50-0692.cnf,sat
uf50-0693.cnf,sat
uf50-0694.cnf,sat
uf50-0695.cnf,sat
uf50-0696.cnf,sat
uf50-0697.cnf,sat
uf50-0698.cnf,sat
uf50-0699.cnf,sat
uf50-069.cnf,sat
uf50-06.cnf,sat
uf50-0700.cnf,sat
uf50-0701.cnf,sat
uf50-0702.cnf,sat
uf50-0703.cnf,sat
uf50-0704.cnf,sat
uf50-0705.cnf,sat
uf50-0706.cnf,sat
uf50-0707.cnf,sat
uf50-0708.cnf,sat
uf50-0709.cnf,sat
uf50-070.cnf,sat
uf50-0710.cnf,sat
uf50-0711.cnf,sat
uf50-0712.cnf,sat
uf50-0713.cnf,sat
uf50-0714.cnf,sat
uf50-0715.cnf,sat
uf50-0716.cnf,sat
uf50-0717.cnf,sat
uf50-0718.cnf,sat
uf50-0719.cnf,sat
uf50-071.cnf,sat
uf50-0720.cnf,sat
uf50-0721.cnf,sat
uf50-0722.cnf,sat
uf50-0723.cnf,sat
uf50-0724.cnf,sat
uf50-0725.cnf,sat
uf50-0726.cnf,sat
uf50-0727.cnf,sat
uf50-0728.cnf,sat
uf50-0729.cnf,sat
uf50-072.cnf,sat
uf50-0730.cnf,sat
uf50-0731.cnf,sat
uf50-0732.cnf,sat
uf50-0733.cnf,sat
uf50-0734.cnf,sat
uf50-0735.cnf,sat
uf50-0736.cnf,sat
uf50-0737.cnf,sat
uf50-0738.cnf,sat
uf50-0739.cnf,sat
uf50-073.cnf,sat
uf50-0740.cnf,sat
uf50-0741.cnf,sat
uf50-0742.cnf,sat
uf50-0743.cnf,sat
uf50-0744.cnf,sat
uf50-0745.cnf,sat
uf50-0746.cnf,sat
uf50-0747.cnf,sat
uf50-0748.cnf,sat
uf50-0749.cnf,sat
uf50-074.cnf,sat
uf50-0750.cnf,sat
uf50-0751.cnf,sat
uf50-0752.cnf,sat
uf50-0753.cnf,sat
uf50-0754.cnf,sat
uf50-0755.cnf,sat
uf50-0756.cnf,sat
uf50-0757.cnf,sat
uf50-0758.cnf,sat
uf50-0759.cnf,sat
uf50-075.cnf,sat
uf50-0760.cnf,sat
uf50-0761.cnf,sat
uf50-0762.cnf,sat
uf50-0763.cnf,sat
uf50-0764.cnf,sat
uf50-0765.cnf,sat
uf50-0766.cnf,sat
uf50-0767.cnf,sat
uf50-0768.cnf,sat
uf50-0769.cnf,sat
uf50-076.cnf,sat
uf50-0770.cnf,sat
uf50-0771.cnf,sat
uf50-0772.cnf,sat
uf50-0773.cnf,sat
uf50-0774.cnf,sat
uf50-0775.cnf,sat
uf50-0776.cnf,sat
uf50-0777.cnf,sat
uf50-0778.cnf,sat
uf50-0779.cnf,sat
uf50-077.cnf,sat
uf50-0780.cnf,sat
uf50-0781.cnf,sat
uf50-0782.cnf,sat
uf50-0783.cnf,sat
uf50-0784.cnf,sat
uf50-0785.cnf,sat
uf50-0786.cnf,sat
uf50-0787.cnf,sat
uf50-0788.cnf,sat
uf50-0789.cnf,sat
uf50-078.cnf,sat
uf50-0790.cnf,sat
uf50-0791.cnf,sat
uf50-0792.cnf,sat
uf50-0793.cnf,sat
uf50-0794.cnf,sat
uf50-0795.cnf,sat
uf50-0796.cnf,sat
uf50-0797.cnf,sat
uf50-0798.cnf,sat
uf50-0799.cnf,sat
uf50-079.cnf,sat
uf50-07.cnf,sat
uf50-0800.cnf,sat
uf50-0801.cnf,sat
uf50-0802.cnf,sat
uf50-0803.cnf,sat
uf50-0804.cnf,sat
uf50-0805.cnf,sat
uf50-0806.cnf,sat
uf50-0807.cnf,sat
uf50-0808.cnf,sat
uf50-0809.cnf,sat
uf50-080.cnf,sat
uf50-0810.cnf,sat
uf50-0811.cnf,sat
uf50-0812.cnf,sat
uf50-0813.cnf,sat
uf50-0814.cnf,sat
uf50-0815.cnf,sat
uf50-0816.cnf,sat
uf50-0817.cnf,sat
uf50-0818.cnf,sat
uf50-0819.cnf,sat
uf50-081.cnf,sat
uf50-0820.cnf,sat
uf50-0821.cnf,sat
uf50-0822.cnf,sat
uf50-0823.cnf,sat
uf50-0824.cnf,sat
uf50-0825.cnf,sat
uf50-0826.cnf,sat
uf50-0827.cnf,sat
uf50-0828.cnf,sat
uf50-0829.cnf,sat
uf50-082.cnf,sat
uf50-0830.cnf,sat
uf50-0831.cnf,sat
uf50-0832.cnf,sat
uf50-0833.cnf,sat
uf50-0834.cnf,sat
uf50-0835.cnf,sat
uf50-0836.cnf,sat
uf50-0837.cnf,sat
uf50-0838.cnf,sat
uf50-0839.cnf,sat
uf50-083.cnf,sat
uf50-0840.cnf,sat
uf50-0841.cnf,sat
uf50-0842.cnf,sat
uf50-0843.cnf,sat
uf50-0844.cnf,sat
uf50-0845.cnf,sat
uf50-0846.cnf,sat
uf50-0847.cnf,sat
uf50-0848.cnf,sat
uf50-0849.cnf,sat
uf50-084.cnf,sat
uf50-0850.cnf,sat
uf50-0851.cnf,sat
uf50-0852.cnf,sat
uf50-0853.cnf,sat
uf50-0854.cnf,sat
uf50-0855.cnf,sat
uf50-0856.cnf,sat
uf50-0857.cnf,sat
uf50-0858.cnf,sat
uf50-0859.cnf,sat
uf50-085.cnf,sat
uf50-0860.cnf,sat
uf50-0861.cnf,sat
uf50-0862.cnf,sat
uf50-0863.cnf,sat
uf50-0864.cnf,sat
uf50-0865.cnf,sat
uf50-0866.cnf,sat
uf50-0867.cnf,sat
uf50-0868.cnf,sat
uf50-0869.cnf,sat
uf50-086.cnf,sat
uf50-0870.cnf,sat
uf50-0871.cnf,sat
uf50-0872.cnf,sat
uf50-0873.cnf,sat
uf50-0874.cnf,sat
uf50-0875.cnf,sat
uf50-0876.cnf,sat
uf50-0877.cnf,sat
uf50-0878.cnf,sat
uf50-0879.cnf,sat
uf50-087.cnf,sat
uf50-0880.cnf,sat
uf50-0881.cnf,sat
uf50-0882.cnf,sat
uf50-0883.cnf,sat
uf50-0884.cnf,sat
uf50-0885.cnf,sat
uf50-0886.cnf,sat
uf50-0887.cnf,sat
uf50-0888.cnf,sat
uf50-0889.cnf,sat
uf50-088.cnf,sat
uf50-0890.cnf,sat
uf50-0891.cnf,sat
uf50-0892.cnf,sat
uf50-0893.cnf,sat
uf50-0894.cnf,sat
uf50-0895.cnf,sat
uf50-0896.cnf,sat
uf50-0897.cnf,sat
uf50-0898.cnf,sat
uf50-0899.cnf,sat
uf50-089.cnf,sat
uf50-08.cnf,sat
uf50-0900.cnf,sat
uf50-0901.cnf,sat
uf50-0902.cnf,sat
uf50-0903.cnf,sat
uf50-0904.cnf,sat
uf50-0905.cnf,sat
uf50-0906.cnf,sat
uf50-0907.cnf,sat
uf50-0908.cnf,sat
uf50-0909.cnf,sat
uf50-090.cnf,sat
uf50-0910.cnf,sat
uf50-0911.cnf,sat
uf50-0912.cnf,sat
uf50-0913.cnf,sat
uf50-0914.cnf,sat
uf50-0915.cnf,sat
uf50-0916.cnf,sat
uf50-0917.cnf,sat
uf50-0918.cnf,sat
uf50-0919.cnf,sat
uf50-091.cnf,sat
uf50-0920.cnf,sat
uf50-0921.cnf,sat
uf50-0922.cnf,sat
uf50-0923.cnf,sat
uf50-0924.cnf,sat
uf50-0925.cnf,sat
uf50-0926.cnf,sat
uf50-0927.cnf,sat
uf50-0928.cnf,sat
uf50-0929.cnf,sat
uf50-092.cnf,sat
uf50-0930.cnf,sat
uf50-0931.cnf,sat
uf50-0932.cnf,sat
uf50-0933.cnf,sat
uf50-0934.cnf,sat
uf50-0935.cnf,sat
uf50-0936.cnf,sat
uf50-0937.cnf,sat
uf50-0938.cnf,sat
uf50-0939.cnf,sat
uf50-093.cnf,sat
uf50-0940.cnf,sat
uf50-0941.cnf,sat
uf50-0942.cnf,sat
uf50-0943.cnf,sat
uf50-0944.cnf,sat
uf50-0945.cnf,sat
uf50-0946.cnf,sat
uf50-0947.cnf,sat
uf50-0948.cnf,sat
uf50-0949.cnf,sat
uf50-094.cnf,sat
uf50-0950.cnf,sat
uf50-0951.cnf,sat
uf50-0952.cnf,sat
uf50-0953.cnf,sat
uf50-0954.cnf,sat
uf50-0955.cnf,sat
uf50-0956.cnf,sat
uf50-0957.cnf,sat
uf50-0958.cnf,sat
uf50-0959.cnf,sat
uf50-095.cnf,sat
uf50-0960.cnf,sat
uf50-0961.cnf,sat
uf50-0962.cnf,sat
uf50-0963.cnf,sat
uf50-0964.cnf,sat
uf50-0965.cnf,sat
uf50-0966.cnf,sat
uf50-0967.cnf,sat
uf50-0968.cnf,sat
uf50-0969.cnf,sat
uf50-096.cnf,sat
uf50-0970.cnf,sat
uf50-0971.cnf,sat
uf50-0972.cnf,sat
uf50-0973.cnf,sat
uf50-0974.cnf,sat
uf50-0975.cnf,sat
uf50-0976.cnf,sat
uf50-0977.cnf,sat
uf50-0978.cnf,sat
uf50-0979.cnf,sat
uf50-097.cnf,sat
uf50-0980.cnf,sat
uf50-0981.cnf,sat
uf50-0982.cnf,sat
uf50-0983.cnf,sat
uf50-0984.cnf,sat
uf50-0985.cnf,sat
uf50-0986.cnf,sat
uf50-0987.cnf,sat
uf50-0988.cnf,sat
uf50-0989.cnf,sat
uf50-098.cnf,sat
uf50-0990.cnf,sat
uf50-0991.cnf,sat
uf50-0992.cnf,sat
uf50-0993.cnf,sat
uf50-0994.cnf,sat
uf50-0995.cnf,sat
uf50-0996.cnf,sat
uf50-0997.cnf,sat
uf50-0998.cnf,sat
uf50-0999.cnf,sat
uf50-099.cnf,sat
uf50-09.cnf,sat
